Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
aston martin cygnet,23,23,5400,20,0.00,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/cygnet,3,0.01,0.00,0.21,10,"[44,54,44,36,36,44,100,54,44,54,54,54]",2025-11-11,"Knowledge panel, Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
vauxhall cavalier,45,45,5400,24,0.00,https://www.grange.co.uk/used-cars/vauxhall/cavalier,1,0,0.00,0.14,2270000,"[44,44,44,44,54,54,66,54,44,44,54,66]",2025-10-05,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
land rover uk,28,28,5400,53,1.12,https://www.grange.co.uk/land-rover,0,0,0.00,0.79,84600000,"[44,54,36,36,54,44,54,44,54,66,66,66]",2025-10-28,"Top stories, Sitelinks, Image, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
used range rover,10,10,4400,28,0.57,https://www.grange.co.uk/land-rover/used-cars,6,0.03,3.00,1,178000000,"[54,54,54,44,54,54,54,54,66,66,81,81]",2025-10-14,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,Organic
used range rover,9,9,4400,28,0.57,https://www.grange.co.uk/dealerships/land-rover-barnet?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,13,0.06,7.00,1,178000000,"[54,54,54,44,54,54,54,54,66,66,81,81]",2025-10-14,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",commercial,Local pack
mclaren car 570s,36,36,4400,28,0.40,https://www.grange.co.uk/bentley/used-cars/mclaren/570s-coupe?branch=bentley-chelmsford,0,0,0.00,0.81,9130000,"[8,7,4,13,54,54,54,36,100,100,0,23]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
mclaren car 570s,25,25,4400,28,0.40,https://www.grange.co.uk/mclaren/used-cars/mclaren/570s-coupe,0,0,0.00,0.81,9130000,"[8,7,4,13,54,54,54,36,100,100,0,23]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
car wraith,25,25,4400,52,0.17,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/wraith,3,0.01,0.00,0.85,11400000,"[0,0,2,4,100,29,24,24,44,0,0,13]",2025-10-06,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
car wraith,9,9,4400,52,0.17,https://www.grange.co.uk/rolls-royce/new-cars/wraith,17,0.08,2.00,0.85,11400000,"[0,0,2,4,100,29,24,24,44,0,0,13]",2025-10-06,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
daihatsu copen,27,27,4400,33,0.04,https://www.grange.co.uk/used-cars/daihatsu/copen,0,0,0.00,0.17,1770000,"[44,35,35,29,44,44,100,54,54,54,54,66]",2025-10-25,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cullinan,9,9,4400,66,0.39,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan,17,0.08,6.00,0.67,13900000,"[54,54,54,44,54,54,54,66,54,54,44,66]",2025-10-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
cullinan,3,3,4400,66,0.39,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan,0,0,0.00,0.67,13900000,"[54,54,54,44,54,54,54,66,54,54,44,66]",2025-10-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
cullinan,3,3,4400,66,0.39,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,52,0.26,20.00,0.67,13900000,"[54,54,54,44,54,54,54,66,54,54,44,66]",2025-10-22,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,People also ask
jaguar petrol car,14,14,4400,23,0.25,https://www.grange.co.uk/jaguar/used-cars/jaguar/petrol,6,0.03,1.00,1,40300000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2025-10-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
british car brands,1,1,4400,31,2.12,https://www.grange.co.uk/bentley/heritage,96,0.48,203.00,0.64,397000000,"[44,44,44,44,44,54,66,100,66,54,54,54]",2025-11-06,"Image pack, Video, People also ask, Related searches, See results about, AI overview",informational,People also ask
the range swindon,38,38,4400,59,0.38,https://www.grange.co.uk/,0,0,0.00,0.37,22700000,"[54,54,66,81,66,43,43,54,54,66,54,100]",2025-09-26,"Knowledge panel, Sitelinks, Image, People also ask, Related searches","informational, transactional",Organic
aston martin valour,19,19,4400,41,2.36,https://www.grange.co.uk/aston-martin/new-cars/valour,1,0,2.00,0.19,10700000,"[29,19,16,24,24,19,24,16,19,19,19,19]",2025-10-26,"Top stories, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
ineos grenadier price,24,24,4400,46,0.16,https://www.grange.co.uk/ineos-grenadier/used-cars/ineos-grenadier/grenadier,0,0,0.00,0.96,3440000,"[44,44,36,66,54,23,29,29,19,23,29,29]",2025-09-30,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
ineos grenadier price,12,12,4400,46,0.16,https://www.grange.co.uk/ineos-grenadier/new-cars/1924-edition,1,0,0.00,0.96,3440000,"[44,44,36,66,54,23,29,29,19,23,29,29]",2025-09-30,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
lamborghini urus price,5,5,4400,46,0.26,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,105,0.53,27.00,0.75,11900000,"[54,44,54,44,44,36,36,54,44,44,54,54]",2025-09-24,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches","commercial, navigational",Organic
cars corvette stingray,18,18,3600,22,0.31,https://www.grange.co.uk/corvette/new-cars/stingray,5,0.02,1.00,0.64,16900000,"[4,15,4,10,54,54,44,66,100,3,0,5]",2025-10-17,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
aston martin cygnet cars,30,30,3600,28,0.00,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/cygnet,1,0,0.00,0.21,502000,"[8,15,3,13,54,54,100,44,54,23,0,23]",2025-10-09,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
bentayga,30,30,3600,35,1.01,https://www.grange.co.uk/bentley/new-cars/bentayga,2,0.01,2.00,0.89,7210000,"[36,54,43,54,54,43,36,66,66,54,66,54]",2025-11-05,"Knowledge panel, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
suzuki grand vitara,28,28,3600,24,0.26,https://www.grange.co.uk/used-cars/suzuki-grand-vitara,1,0,0.00,0.92,66300000,"[54,54,54,43,66,54,66,54,54,54,66,66]",2025-10-08,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
used cars edinburgh,41,41,3600,30,0.47,https://www.grange.co.uk/aston-martin/used-cars?branch=aston-martin-edinburgh,1,0,0.00,1,51300000,"[54,43,54,66,54,54,66,54,43,36,66,54]",2025-10-24,"Local pack, Sitelinks, Image, Ads bottom, Find results on, Related searches",commercial,Organic
evoque range rover,82,82,3600,17,1.61,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,1,10,"[24,24,29,19,36,29,36,36,44,44,44,44]",2025-11-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums",informational,Organic
evoque range rover,24,24,3600,17,1.61,https://www.grange.co.uk/land-rover/new-cars/range-rover-evoque,2,0.01,3.00,1,10,"[24,24,29,19,36,29,36,36,44,44,44,44]",2025-11-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums",informational,Organic
audi chelmsford,29,29,3600,28,0.76,https://www.grange.co.uk/bentley/used-cars/audi?branch=bentley-chelmsford,0,0,0.00,0.93,585000,"[65,65,65,65,54,81,81,81,81,65,81,100]",2025-09-27,"Knowledge panel, Image, Ads bottom, People also ask, Related searches, Ads middle","informational, transactional",Organic
land rover near me,43,43,3600,51,1.16,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,0,0,0.00,0.6,199000000,"[100,100,100,81,81,65,81,36,43,81,100,100]",2025-10-11,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",transactional,Organic
land rover near me,30,30,3600,51,1.16,https://www.grange.co.uk/land-rover,0,0,0.00,0.6,199000000,"[100,100,100,81,81,65,81,36,43,81,100,100]",2025-10-11,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",transactional,Organic
subaru crosstrek,14,14,3600,38,0.65,https://www.grange.co.uk/subaru/new-cars/crosstrek,1,0,0.00,0.98,25500000,"[65,65,54,81,100,81,81,65,81,81,81,81]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
revuelto,35,35,3600,42,0.00,https://www.grange.co.uk/lamborghini/new-cars/revuelto,1,0,0.00,0.36,16400000,"[65,81,54,54,65,43,100,100,81,65,81,100]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
lamborghini car lamborghini car lamborghini car,12,32,3600,36,0.77,https://www.grange.co.uk/lamborghini/new-cars,2,0.01,1.00,0.91,10,"[81,81,81,81,81,81,100,53,81,44,0,35]",2025-11-13,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",navigational,Organic
ferruccio lamborghini,16,16,3600,42,0.00,https://www.grange.co.uk/lamborghini/heritage,5,0.02,0.00,0,1350000,"[19,23,19,13,19,44,81,36,29,19,23,19]",2025-10-09,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
ferruccio lamborghini,3,3,3600,42,0.00,https://www.grange.co.uk/lamborghini/ferruccio-lamborghini,46,0.23,0.00,0,1350000,"[19,23,19,13,19,44,81,36,29,19,23,19]",2025-10-09,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
auto bentley continental,93,0,3600,34,1.14,https://www.grange.co.uk/bentley/used-cars/bentley,0,0,0.00,0.95,16000000,"[15,28,7,19,100,100,100,81,100,43,0,43]",2025-11-13,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
auto bentley continental,60,45,3600,34,1.14,https://www.grange.co.uk/bentley/new-cars/continental-gtc,0,0,0.00,0.95,16000000,"[15,28,7,19,100,100,100,81,100,43,0,43]",2025-11-13,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
auto bentley continental,39,26,3600,34,1.14,https://www.grange.co.uk/bentley/new-cars/continental-gt,0,0,0.00,0.95,16000000,"[15,28,7,19,100,100,100,81,100,43,0,43]",2025-11-13,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
mercedes chelmsford,23,23,3600,28,1.02,https://www.grange.co.uk/lamborghini/used-cars/mercedes-benz?branch=lamborghini-chelmsford,0,0,0.00,0.76,852000,"[65,81,81,65,81,100,81,100,100,81,100,100]",2025-10-21,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
wraith 2 door,55,55,3600,28,0.17,https://www.grange.co.uk/rolls-royce/new-cars/wraith,0,0,0.00,0.85,4330000,"[36,29,29,29,100,29,36,29,36,29,29,29]",2025-10-18,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
used range rover for sale,36,36,3600,25,0.41,https://www.grange.co.uk/land-rover/used-cars/land-rover,1,0,0.00,0.85,10,"[53,53,53,44,66,53,53,53,66,53,81,81]",2025-11-07,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",transactional,Organic
used range rover evoque,19,19,3600,15,0.51,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-evoque,5,0.02,2.00,1,11000000,"[44,35,35,29,44,35,44,35,35,44,54,54]",2025-11-09,"Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
rr ghost,49,49,3600,34,0.26,https://www.grange.co.uk/rolls-royce/new-cars/ghost,0,0,0.00,0.86,46200000,"[44,36,81,66,3,13,13,19,5,15,44,3]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
rr ghost,15,15,3600,34,0.26,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,5,0.02,1.00,0.86,46200000,"[44,36,81,66,3,13,13,19,5,15,44,3]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
rr ghost,2,2,3600,34,0.26,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,79,0.4,20.00,0.86,46200000,"[44,36,81,66,3,13,13,19,5,15,44,3]",2025-10-21,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
used jaguar,38,38,3600,32,0.58,https://www.grange.co.uk/jaguar,0,0,0.00,0.94,177000000,"[36,36,36,36,29,29,36,44,44,44,36,44]",2025-09-25,"Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches, Ads middle",commercial,Organic
bentley cars,29,29,3600,49,1.09,https://www.grange.co.uk/bentley/used-cars/bentley,0,0,0.00,0.89,178000000,"[66,43,66,43,43,66,81,36,54,36,81,54]",2025-09-25,"Knowledge panel, Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",navigational,Organic
bentley cars,14,14,3600,49,1.09,https://www.grange.co.uk/bentley,0,0,0.00,0.89,178000000,"[66,43,66,43,43,66,81,36,54,36,81,54]",2025-09-25,"Knowledge panel, Local pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",navigational,Organic
grenadier car,18,18,3600,32,0.24,https://www.grange.co.uk/ineos-grenadier,5,0.02,1.00,0.99,12400000,"[81,81,66,81,66,66,66,53,53,53,53,81]",2025-10-06,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
grenadier car,8,8,3600,32,0.24,https://www.grange.co.uk/ineos-grenadier/new-cars,10,0.05,2.00,0.99,12400000,"[81,81,66,81,66,66,66,53,53,53,53,81]",2025-10-06,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
aston martin for sale,20,25,3600,28,0.17,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,10,0.05,1.00,1,72200000,"[66,66,53,66,53,53,66,66,66,66,66,81]",2025-11-13,"Sitelinks, Image, Related searches",transactional,Organic
used landrover,70,70,3600,33,0.81,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,1,83900000,"[100,100,81,81,66,43,54,36,43,36,43,43]",2025-10-14,"Sitelinks, Video, Image, Related searches",informational,Organic
used landrover,21,21,3600,33,0.81,https://www.grange.co.uk/land-rover,1,0,0.00,1,83900000,"[100,100,81,81,66,43,54,36,43,36,43,43]",2025-10-14,"Sitelinks, Video, Image, Related searches",informational,Organic
car forester,23,23,3600,22,0.50,https://www.grange.co.uk/subaru/new-cars/forester,0,0,0.00,0.99,10,"[4,8,3,6,100,100,5,1,0,3,0,36]",2025-11-08,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
car forester,14,14,3600,22,0.50,https://www.grange.co.uk/subaru/new-cars/forester,5,0.02,2.00,0.99,10,"[4,8,3,6,100,100,5,1,0,3,0,36]",2025-11-08,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
rencrover,14,14,3600,29,0.99,https://www.grange.co.uk/land-rover,5,0.02,4.00,0.64,10,"[1,2,2,0,0,0,0,0,0,100,0,36]",2025-11-12,"Knowledge panel, Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
jaguar approved used,42,42,3600,27,0.72,https://www.grange.co.uk/jaguar/used-cars?branch=jaguar-barnet,1,0,0.00,0.9,12100000,"[43,43,43,54,66,43,43,54,43,43,43,54]",2025-10-06,"Sitelinks, Video, Image, Related searches",transactional,Organic
jaguar approved used,10,10,3600,27,0.72,https://www.grange.co.uk/jaguar/used-cars/jaguar,79,0.4,56.00,0.9,12100000,"[43,43,43,54,66,43,43,54,43,43,43,54]",2025-10-06,"Sitelinks, Video, Image, Related searches",transactional,Organic
range rover used,24,24,2900,28,0.57,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-barnet,2,0.01,1.00,1,174000000,"[44,44,35,35,53,66,53,66,53,66,66,81]",2025-10-06,"Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
range rover used,10,10,2900,28,0.57,https://www.grange.co.uk/land-rover/used-cars,4,0.02,2.00,1,174000000,"[44,44,35,35,53,66,53,66,53,66,66,81]",2025-10-06,"Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
rr phantom,64,51,2900,47,0.36,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/phantom-extended-wheelbase,0,0,0.00,0.78,39300000,"[2,29,16,54,36,8,10,54,4,10,10,16]",2025-11-13,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
rr phantom,21,22,2900,47,0.36,https://www.grange.co.uk/rolls-royce/new-cars/phantom,4,0.02,1.00,0.78,39300000,"[2,29,16,54,36,8,10,54,4,10,10,16]",2025-11-13,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
used range rover sport,7,10,2900,21,0.41,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,55,0.27,22.00,1,44700000,"[80,80,66,80,80,66,80,100,80,80,100,100]",2025-11-12,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",commercial,Organic
car used range rover,40,40,2900,32,0.48,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-hatfield,0,0,0.00,1,74300000,"[66,66,66,66,66,81,66,100,44,29,0,0]",2025-09-24,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
