Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,grange.co.uk,hrowen.co.uk,grange.co.uk (pages),hrowen.co.uk (pages),Results
488 gtb car,"Informational, Transactional",210,19,0.00,0.21,12,28,https://www.grange.co.uk/aston-martin/used-cars/ferrari/488-gtb?branch=aston-martin-birmingham,https://www.hrowen.co.uk/news/the-first-ferrari-488-gtb-in-the-uk/,11400000
approved used bentley,Commercial,210,32,0.82,0.84,16,3,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/,15700000
aston martin career,Commercial,210,18,0.34,0.00,9,24,https://careers.grange.co.uk/aston-martin,https://www.hrowen.co.uk/careers/,17300000
aston martin cost uk,"Commercial, Informational",210,22,0.43,0.82,4,21,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,18500000
aston martin db11 cost,"Commercial, Informational",210,14,0.25,0.65,3,11,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,820000
aston martin dealer near me,Transactional,210,42,0.98,0.84,2,11,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,https://www.hrowen.co.uk/aston-martin/,23200000
aston martin dealers uk,"Commercial, Navigational",210,47,0.97,0.43,13,2,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/aston-martin/,4150000
aston martin dvx,Commercial,210,41,0.36,0.78,24,5,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx/,5090000
aston martin london uk,Transactional,210,34,1.33,0.33,28,12,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-brentwood,https://www.hrowen.co.uk/aston-martin/,13600000
aston martin sale uk,Transactional,210,26,0.27,1.00,24,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,21600000
aston martin service,Commercial,210,30,2.04,0.28,6,5,https://www.grange.co.uk/aston-martin/servicing,https://www.hrowen.co.uk/aston-martin/aftersales/servicing/,66200000
aston martin used cars,Commercial,210,27,0.22,0.78,4,11,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,44100000
aston martin v12 vantage for sale,Transactional,210,13,0.20,0.86,44,14,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v12-vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/,94
aston martin vantage f1,Commercial,210,21,0.00,0.40,29,41,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage-f1-edition,https://www.hrowen.co.uk/aston-martin/vantage-range/,3450000
aston martin vantage roadster s,"Informational, Transactional",210,26,0.32,0.70,26,29,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v8-vantage-s-roadster,https://www.hrowen.co.uk/aston-martin/vantage-range/,4370000
aston martin work experience,Navigational,210,32,0.00,0.00,22,23,https://careers.grange.co.uk/aston-martin,https://www.hrowen.co.uk/careers/,24000000
aston matrin db11,Commercial,210,26,0.24,0.63,8,12,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,4150000
aventador price,"Navigational, Transactional",210,37,0.05,0.51,49,13,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/aventador,https://www.hrowen.co.uk/lamborghini/used-cars/,10600000
azure convertible,"Informational, Transactional",210,24,0.43,0.71,67,61,https://www.grange.co.uk/used-cars/details/bentley?regno=V888HRH,https://www.hrowen.co.uk/bentley/continental-gtc-range/continental-gtc-azure/,2250000
bentiga,"Informational, Transactional",210,41,1.11,0.86,20,7,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,7290000
bentley 2nd hand,Commercial,210,23,0.45,1.00,7,2,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,16900000
bentley 4 wheel drive,"Informational, Transactional",210,31,1.11,0.97,46,7,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/used-cars/bentayga/,44900000
bentley car 1930,"Commercial, Informational",210,13,0.00,0.07,46,58,https://www.grange.co.uk/bentley/heritage,https://www.hrowen.co.uk/bentley/news/bentley-speed-six-continuation-series-debuts-at-goodwood/,7240000
bentley car dealership near me,"Navigational, Transactional",210,26,1.47,0.79,5,6,https://www.grange.co.uk/bentley/find-a-dealer/bentley-chelmsford,https://www.hrowen.co.uk/bentley/,52600000
bentley car old,"Commercial, Informational",210,20,0.27,0.34,59,51,https://www.grange.co.uk/bentley/past-models,https://www.hrowen.co.uk/bentley/continental-gt-range/,42600000
bentley for sell,Commercial,210,24,0.26,1.00,7,4,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,41500000
bentley hybrid,Commercial,210,49,1.15,0.94,21,14,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley-hybrid-range/,66300000
bentley modellen,"Informational, Transactional",210,43,0.00,0.19,30,3,https://www.grange.co.uk/bentley/past-models,https://www.hrowen.co.uk/bentley/model-range/,2780000
bentley news,Navigational,210,41,1.12,0.08,33,7,https://www.grange.co.uk/bentley/news,https://www.hrowen.co.uk/bentley/news/,161000000
bentley specialist near me,Transactional,210,9,1.42,0.69,28,96,https://www.grange.co.uk/bentley/servicing,https://www.hrowen.co.uk/,8430000
bentley speed,Informational,210,61,0.92,0.94,5,17,https://www.grange.co.uk/bentley/new-cars/continental-gt/speed-edition-12,https://www.hrowen.co.uk/bentley/continental-gt-range/continental-gt-speed/,105000000
bentley sport,"Informational, Transactional",210,53,1.15,0.92,13,16,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,123000000
bentley spur price,Commercial,210,28,1.59,0.90,25,14,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/flying-spur-range/mulliner/,5080000
black badge cullinan,Informational,210,16,0.00,0.74,7,3,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,https://www.hrowen.co.uk/rolls-royce/cullinan-range/black-badge-cullinan/,2890000
black rr phantom,Informational,210,16,0.00,0.26,16,66,https://www.grange.co.uk/rolls-royce/new-cars/phantom,https://www.hrowen.co.uk/news/new-rolls-royce-phantom/,17800000
buy bentley continental gt,Transactional,210,29,0.38,1.00,30,2,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gt,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,17300000
buy lambo,Transactional,210,38,0.29,0.99,24,5,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,18600000
buy rolls royce,Navigational,210,25,0.31,0.96,77,3,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,66500000
car aston martin for sale,Transactional,210,25,0.25,0.99,10,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,45400000
cars lambo,Informational,210,40,0.00,0.92,39,8,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/used-cars/,12300000
classic lambo,"Commercial, Informational",210,27,0.00,0.14,25,56,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,7940000
continental flying spur,Informational,210,38,0.58,0.71,19,14,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/used-cars/flying-spur/,6440000
cost of lamborghini urus,Commercial,210,33,0.25,0.66,5,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,4800000
cost of rolls royce wraith,Commercial,210,23,0.61,0.69,39,54,https://www.grange.co.uk/rolls-royce/new-cars/wraith,https://www.hrowen.co.uk/rolls-royce/used-cars/,226000
cost rolls royce wraith,"Informational, Transactional",210,25,0.61,0.69,27,45,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/wraith,https://www.hrowen.co.uk/rolls-royce/used-cars/,247000
db 11,"Informational, Transactional",210,35,0.17,0.67,7,30,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,1170000000
dbx aston martin price,Commercial,210,30,0.35,0.84,24,57,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx/,2060000
dealer bentley,Navigational,210,34,1.46,0.63,5,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,29400000
engine for lamborghini,"Informational, Transactional",210,22,0.00,0.30,87,63,https://www.grange.co.uk/lamborghini/news/revuelto-hpev,https://www.hrowen.co.uk/lamborghini/,79600000
engine of a lamborghini,,210,34,0.00,0.30,74,58,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/,78300000
ghost luxury car,Informational,210,49,0.30,0.58,37,14,https://www.grange.co.uk/rolls-royce/news/news-ghost-ii,https://www.hrowen.co.uk/news/rolls-royce-ghost-ewb-best-super-luxury-car/,54600000
grange aston martin essex,"Informational, Transactional",210,16,1.14,0.14,1,78,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-brentwood,https://www.hrowen.co.uk/aston-martin/,184000
history of rolls royce motor cars,Informational,210,13,0.00,0.06,6,18,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/location/rolls-royce-motor-cars-london/,10
how much are bentley cars,Informational,210,26,1.08,0.54,7,8,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,44600000
how much for lamborghini huracan,Informational,210,16,0.00,0.63,22,3,https://www.grange.co.uk/lamborghini/new-cars/huracan/tecnica,https://www.hrowen.co.uk/lamborghini/huracan-range/,28500000
huracan lamborghini spyder,Informational,210,12,0.07,0.62,18,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-evo-spyder,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-evo-spyder/,5420000
jardine careers,Commercial,210,21,0.00,0.00,93,94,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,94
jobs at lotus cars,Commercial,210,23,0.00,0.00,77,18,https://careers.grange.co.uk/,https://www.hrowen.co.uk/vacancy_types/job-location/lotus-mayfair/,0
labo urus,Navigational,210,53,0.20,0.81,16,8,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,5250000
lambo car price,Transactional,210,23,0.00,0.68,7,5,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,11600000
lamborghin,Navigational,210,55,1.16,0.64,21,6,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,229000000
lamborghini approved used,Informational,210,26,0.22,0.57,8,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,5780000
lamborghini huracan lp 610-4,Commercial,210,19,0.00,0.20,45,57,https://www.grange.co.uk/lamborghini/used-cars/details/lamborghini/huracan-awd-spyder/lp-610-4-2dr-ldf?regno=E5ARU,https://www.hrowen.co.uk/news/new-lamborghini-huracan-lp-610-4/,567000
lamborghini huracan sto price,Commercial,210,16,0.00,0.41,4,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-sto,https://www.hrowen.co.uk/lamborghini/huracan-range/huracan-sto/,10
lamborghini prices uk,Commercial,210,25,0.23,0.75,18,4,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,11900000
lamborghini roadster,"Informational, Transactional",210,44,0.00,0.26,26,13,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/aventador-svj-roadster,https://www.hrowen.co.uk/lamborghini/used-cars/,24400000
lamborghini sale,Transactional,210,27,0.23,0.80,18,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,156000000
lamborghini supercar,"Informational, Transactional",210,66,0.00,0.25,52,55,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/model-range/,35200000
lamborghini suv black,"Commercial, Informational",210,22,0.00,0.60,13,43,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,81900000
lamborghini svj for sale,Transactional,210,15,0.16,0.84,64,8,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/aventador-svj-roadster,https://www.hrowen.co.uk/lamborghini/used-cars/,3800000
lamborghini urus for sale uk,Transactional,210,16,0.11,0.99,14,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,99
lamborghini urus price in uk,Transactional,210,21,0.33,0.97,3,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,2230000
lamborgini price,Transactional,210,37,0.24,0.67,14,2,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,147000000
lamborhini,Navigational,210,65,1.16,0.64,22,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,98500000
lambos,Informational,210,69,0.00,0.59,36,41,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/model-range/,26700000
lambourghini urus,Navigational,210,51,0.20,0.81,11,7,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,23200000
landrover swindon,Informational,210,22,0.75,0.79,3,71,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-swindon,https://www.hrowen.co.uk/,96
luxury cars for sale uk,Transactional,210,57,0.80,0.77,45,1,https://www.grange.co.uk/,https://www.hrowen.co.uk/,206000000
luxury dealership,Commercial,210,59,0.94,0.30,6,1,https://www.grange.co.uk/,https://www.hrowen.co.uk/,502000000
maserati edinburgh uk,Informational,210,20,0.44,0.15,18,45,https://www.grange.co.uk/aston-martin/used-cars/maserati?branch=aston-martin-edinburgh,https://www.hrowen.co.uk/maserati/,3920000
mclaren car dealership near me,Transactional,210,34,1.84,0.54,2,33,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,https://www.hrowen.co.uk/,92
most awesome lamborghini,Commercial,210,22,0.00,0.29,3,90,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/,30300000
performante,Informational,210,24,0.00,0.39,43,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/huracan-performante,https://www.hrowen.co.uk/lamborghini/urus-range/urus-performante/,22000000
pre owned aston martin,Commercial,210,29,0.31,0.63,6,7,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,25700000
pre owned lamborghini for sale,Transactional,210,36,0.17,0.79,8,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,15700000
pre owned rolls royce for sale,Transactional,210,26,0.11,0.91,36,3,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,19800000
price of a lamborghini,Commercial,210,46,0.24,0.67,15,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/used-cars/,117000000
price of a rolls-royce ghost,"Commercial, Navigational",210,16,0.00,0.00,3,6,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,7260000
regency auto group,Informational,210,15,0.25,0.06,61,45,https://www.grange.co.uk/,https://www.hrowen.co.uk/,7030000
robins & day citroen hatfield hatfield,"Informational, Transactional",210,15,0.95,0.28,41,34,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,17800
rolls royc,Navigational,210,74,0.90,0.25,26,9,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,157000000
rolls royce car black,Informational,210,36,0.00,0.38,46,9,https://www.grange.co.uk/rolls-royce,https://www.hrowen.co.uk/rolls-royce/ghost-range/black-badge-ghost/,96900000
rolls royce ghost car,Informational,210,47,0.30,0.58,30,7,https://www.grange.co.uk/rolls-royce/new-cars/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,11700000
rolls royce ghost sedan price,Navigational,210,17,1.34,0.69,46,62,https://www.grange.co.uk/rolls-royce/new-cars/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,2060000
rolls royce limited price,Transactional,210,26,0.31,0.74,16,6,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/used-cars/,23900000
rolls royce phantom black,"Informational, Transactional",210,22,0.00,0.56,25,62,https://www.grange.co.uk/rolls-royce/new-cars/phantom,https://www.hrowen.co.uk/rolls-royce/phantom-range/,12200000
rolls royce used,Commercial,210,17,0.15,0.84,8,3,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,74100000
rolls-royce cars,Navigational,210,55,0.00,0.00,18,3,https://www.grange.co.uk/rolls-royce,https://www.hrowen.co.uk/rolls-royce/model-range/,104000000
rolls.royce cullinan,Navigational,210,44,0.00,0.00,30,5,https://www.grange.co.uk/rolls-royce/new-cars/cullinan,https://www.hrowen.co.uk/rolls-royce/cullinan-range/cullinan/,9140000
royal royce,Navigational,210,70,0.90,0.25,22,6,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/model-range/,59900000
royce phantom car,Informational,210,44,0.63,0.36,22,5,https://www.grange.co.uk/rolls-royce/new-cars/phantom,https://www.hrowen.co.uk/rolls-royce/phantom-range/,16200000
royce rolls royce,Navigational,210,80,0.90,0.25,15,10,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/model-range/,168000000
